Id,MaxT,MinT,Dayname,Day,Distric1_Get,Distric2_Get,Distric3_Get,Distric4_Get,Distric5_Get,Total_Well,Daily_use,TotalMass_Distric1,TotalMass_Distric2,TotalMass_Distric3,TotalMass_Distric4,TotalMass_Distric5,Entrance_Distric1,Entrance_Distric2,Entrance_Distric3,Entrance_Distric4,Entrance_Distric5,Rainy_Distric1,Rainy_Distric2,Rainy_Distric3,Rainy_Distric4,Rainy_Distric5,save_tank_6AM,save_tank_24,Pecks
461,39,26,monday,6/27/22,687359,188282,678380,374487,248259,1356487,3668843,135.39,265.503,58.495,117.424,60.36,10.23,9.28,8.92,8.8,1.42,0,0,0,0,0,1031388,825032,0
462,42,27,tuesday,6/28/22,758953,189953,725980,424487,247607,1358617,3679011,135.3,265.776,58.225,116.684,60.14,9.45,8.24,8.33,7.57,1.44,0,0,0,0,0,1025253,781532,0
463,41,28,wednesday,6/29/22,785085,189269,723680,419487,249215,1359486,3608915,135.149,265.958,57.821,115.944,59.92,9.76,7.18,8.1,8.06,1.48,0,0,0,0,0,1075277,817593,0
464,39,23,thursday,6/30/22,942975,189502,721080,417487,248263,1362134,3717143,134.969,265.958,57.396,115.204,59.701,9.17,7.11,8.22,8.3,1.28,0,0,0,0,0,1182472,921392,0
465,40,24,friday,7/1/22,940338,189302,724580,420487,247077,1361845,3737193,134.79,265.958,57.001,114.316,59.481,9.26,7.1,8.51,6.26,1.2,0,0,0,0,0,1265650,1003225,0
466,40,24,saturday,7/2/22,939585,188920,697280,395487,244512,1360698,3703668,134.551,265.685,56.631,113.146,59.324,8.7,5.96,8.59,7.4,2.05,0,0,0,0,0,1280970,1061496,0
467,34,20,sunday,7/3/22,923353,188610,669080,375487,247990,1369043,3665176,134.252,265.321,56.265,112.282,59.23,9.73,4.89,8.88,8.32,2.79,0,0,0,0,0,1379363,1109307,0
468,31,18,monday,7/4/22,904833,188880,638080,352487,246239,1369343,3544747,133.595,264.957,56.006,111.274,59.261,8.31,4.89,9.03,6.71,4.15,0,0,0,0,0,1422521,1191858,0
469,31,18,tuesday,7/5/22,914344,189001,562580,321097,250560,1357548,3511038,132.912,264.356,54.39,110.41,60.36,8.66,4.15,8.9,7.64,16.51,0,0,0,0,0,1440800,1202090,0
470,35,20,wednesday,7/6/22,895408,186643,547880,319997,248801,1365795,3438310,132.111,263.738,54.162,109.546,60.391,8.53,3.89,9.13,7.89,4.05,0,0,0,0,0,1448488,1264293,0
471,34,23,thursday,7/7/22,844835,186277,497280,315617,251099,1361053,3527731,131.405,263.073,54.06,108.61,60.423,8.01,3.89,9.31,8,4.06,0,0,0,0,0,1343947,1128163,0
472,37,25,friday,7/8/22,824881,186160,515180,344727,247968,1358949,3451145,130.7,262.4,53.934,107.746,60.423,7.9,3.8,9.33,7.14,3.73,0,0,0,0,0,1303868,1103230,0
473,36,22,saturday,7/9/22,818786,186112,534480,359487,248453,1370458,3490676,129.971,261.726,53.732,106.81,60.391,7.48,3.8,8.72,6.13,3.42,0,0,0,0,0,1310761,1078251,0
474,37,24,sunday,7/10/22,818048,186245,538680,367687,247105,1370631,3513762,129.679,261.044,53.508,105.82,60.329,6.94,3.73,8.42,5.56,2.96,0,0,0,0,0,1236101,1031926,0
475,39,26,monday,7/11/22,818113,187707,537880,386009,247088,1360828,3628036,129.417,260.298,53.483,104.49,60.203,7.11,3.51,10.73,4.19,2.37,0,0,0,0,0,1072219,870835,0
476,39,29,tuesday,7/12/22,838631,187440,552780,412142,250919,1343254,3696526,129.184,259.552,53.608,102.95,60.045,7.69,3.5,12.7,5.6,2.15,0,0,0,0,0,954220,705386,0
477,36,26,wednesday,7/13/22,839895,186696,572480,407988,289832,1352458,3608366,128.866,258.796,53.857,101.27,59.825,6.7,3.4,14.53,4.67,1.76,0,0,0,0,0,930278,686877,0
478,35,25,thursday,7/14/22,881895,186639,614680,422623,291386,1346895,3586180,128.519,258.041,54.06,99.66,59.606,6.83,3.4,14.39,4.69,1.65,0,0,0,0,0,1053002,779694,0
479,36,25,friday,7/15/22,895381,186584,625880,411167,295020,1352894,3567933,128.201,257.286,54.137,98.09,59.387,7.18,3.4,12.93,4.72,1.92,0,0,0,0,0,1181949,923071,0
480,36,24,saturday,7/16/22,886353,186600,616680,420482,286852,1354905,3595848,127.826,256.521,54.289,96.526,59.23,6.64,3.29,13.05,5.23,2.59,0,0,0,0,0,1252503,1014644,0
481,38,26,sunday,7/17/22,890831,186600,611780,431172,290650,1346684,3684235,127.43,255.76,54.39,94.83,59.1,5.97,3.32,12.91,4.39,2.79,0,0,0,0,0,1261779,1027675,0
482,38,26,monday,7/18/22,882305,186600,615380,421372,288807,1344629,3566870,127.049,254.993,54.543,93.262,58.978,6.45,3.41,13.17,5.3,2.89,0,0,0,0,0,1320978,1129500,0
483,38,27,tuesday,7/19/22,885038,186545,619980,423002,289942,1349733,3683218,126.647,254.183,54.72,91.61,58.852,6.25,3.29,14.2,4.3,2.94,0,0,0,0,0,1341450,1131263,0
484,38,25,wednesday,7/20/22,886593,186469,616180,420833,286384,1352635,3683854,126.25,253.37,54.87,89.99,58.73,5.97,3.28,13.74,4.27,2.86001,0,0,0,0,0,1366560,1122101,0
485,39,27,thursday,7/21/22,885801,186516,618180,424121,288576,1348111,3681562,125.82,252.56,55.02,88.39,58.6,5.71,3.28,13.78,4.29,2.92,0,0,0,0,0,1331608,1113777,0
486,40,28,friday,7/22/22,883596,186581,617280,423620,288275,1332746,3685128,125.391,251.744,55.101,86.865,58.476,5.93,3.35,12.84,4.16,3,0,0,0,0,0,1283268,1081906,0
487,39,26,saturday,7/23/22,890392,186404,617180,402020,289550,1344719,3692866,124.963,250.925,54.848,85.713,58.35,5.7,3.19,9.01,5.34,2.92,0,0,0,0,0,1297625,1052852,0
488,39,25,sunday,7/24/22,885923,186432,615180,430018,290305,1348994,3708069,124.511,250.142,54.238,84.838,58.225,5.97,3.1,4.94,4.59,2.86,0,0,0,0,0,1268830,1044578,0
489,35,23,monday,7/25/22,888541,186466,618280,418892,288448,1344269,3719685,123.89,249.36,53.633,83.963,58.099,5.72,3.07,5.04,4.57,2.85,0,0,0,0,0,1301403,1013728,0
490,36,22,tuesday,7/26/22,889378,186456,622080,414215,285120,1344796,3608588,122.963,248.577,53.035,83.025,57.974,6.32,3.1,5.02,4.57,2.7,0,0,0,0,0,1317182,1089034,0
491,40,27,wednesday,7/27/22,899435,186408,615980,418674,288498,1338444,3703209,121.956,247.794,52.44,82.338,57.879,5.75,3.1,5.08,7.33,3.31,0,0,0,0,0,1296397,1082783,0
492,39,27,thursday,7/28/22,903585,186537,632880,409641,261792,1306892,3713035,120.9,247.003,52.637,82.088,59.449,4.72,3,14.17,12.6,21.91,0,0,11.7,32,1,1294496,1016479,0
493,35,25,friday,7/29/22,933358,187212,690580,408640,181929,1343128,3603192,119.99,247.394,52.343,81.838,63.186,6.62,16.67,8.98,12.09,46.158,0,0,3.5,19,26,1384749,1108328,0
494,35,21,saturday,7/30/22,498092,187203,723280,422694,143403,1311652,3499584,119.219,247.94,52.221,81.4,63.5,10.38,18.46,11.59,10.22,6.73,42.3,0,13.2,7,48,1060980,844123,0
495,34,26,sunday,7/31/22,753229,187232,750280,439082,146015,1339026,3533622,118.537,247.485,51.732,81.088,63.856,7.14,6.74,7.5,11.73,6.57,0,0,0,0,0,1107519,821450,0
496,35,25,monday,8/1/22,939819,187346,750080,450149,152514,1336850,3543983,117.748,246.848,51.439,80.713,64.566,7.57,4.21,9.56,10.82,11.07,0,0,0.3,16.5,1.5,1237972,996205,0
497,37,26,tuesday,8/2/22,833818,187295,686380,443594,187485,1345697,3651662,116.909,246.256,51.006,80.275,64.566,7.57,4.84,7.39,10.34,3.11,0,0,0,1.5,0,1206456,1014413,0
498,37,27,wednesday,8/3/22,845335,187258,693980,445395,160251,1334893,3669896,116.397,245.61,50.525,79.775,64.636,5.72,4.22,6.88,9.86,3.665,0,0,0,3.5,0,1146832,928846,0
499,38,27,thursday,8/4/22,890819,187228,683480,443169,173911,1343639,3645463,115.861,244.982,50.023,79.15,64.708,6.47,4.44,6.59,8.32,3.81,0,0,0,0,0,1199682,946348,0
500,36,26,friday,8/5/22,895384,187137,687680,439163,201428,1344593,3546831,115.432,244.3,49.503,78.4,64.778,6.07,3.83,6.45,6.58,4.04,0,0,0,0,0,1353225,1100656,0
501,37,26,saturday,8/6/22,894366,187230,636480,415290,217231,1343829,3549998,114.951,243.618,49.029,77.775,64.849,5.79,3.81,6.28,8.26,4.2,0,0,0,0,0,1411166,1185364,0
502,38,28,sunday,8/7/22,747833,187399,457980,403521,184987,1326361,3311343,114.552,242.889,48.773,77.088,64.849,5.54,3.78,5.44,7.59,3.27,0,0,0,0,0,1288761,1174313,0
503,39,28,monday,8/8/22,717585,187241,470380,416071,195257,1326468,3296993,114.18,242.143,48.494,76.213,64.814,5.49,3.59,5.74,5.69,2.87,0,0,0,0,0,1323669,1121699,0
504,36,24,tuesday,8/9/22,773368,187415,581080,449049,202384,1335118,3608667,113.73,241.343,48.052,75.338,64.743,5.08,3.45,5.27,5.6,2.59,0,0,0,0,0,1190800,995166,0
505,35,24,wednesday,8/10/22,843095,187265,609180,472437,215371,1327860,3626188,113.23,240.524,47.501,75.213,64.671,4.97,3.24,3.99,14.18,2.61,0,0,0,8,0,1230093,958327,0
506,35,26,thursday,8/11/22,852838,187154,648480,453823,223023,1337753,3549683,112.703,239.695,46.93,74.525,64.6,4.88,3.14,4.33,7.05,2.46,0,0,0,0,0,1292823,1056690,0
507,35,25,friday,8/12/22,854109,187289,654880,442525,224407,1326651,3585825,112.18,238.858,46.342,73.775,64.459,4.82,3.04,4.1,6.45,1.86,0,0,0,0,0,1327463,1101645,0
508,35,26,saturday,8/13/22,852986,187100,652680,438160,217134,1343618,3626189,111.658,238.44,45.826,73.05,64.281,4.72,2.98,4.25,6.51,1.51,0,0,0,0,0,1349122,1114135,0
509,37,24,sunday,8/14/22,878805,187120,681880,307452,218339,1335306,3654891,111.059,237.575,45.16,72.57,64.139,4.59,2.99,2.47,6.59,1.94,0,0,0,0,0,1235578,1019541,0
510,38,26,monday,8/15/22,937845,188370,712180,208697,208945,1334939,3652347,110.41,236.583,44.433,72.27,63.962,4.44,2.74,2.08,7.47,1.29,0,0,0,0,0,1105161,887946,0
511,38,27,tuesday,8/16/22,946580,187150,738180,211982,219527,1327104,3668519,109.764,235.582,43.698,71.91,63.748,4.46,2.65,2.05,6.79,1.08,0,0,0,0,0,1029407,799360,0
512,36,26,wednesday,8/17/22,942598,185475,701780,206401,243306,1328237,3611562,109.146,234.572,42.971,71.55,63.535,4.53,2.53,2.16,6.82,1.56,0,0,0,0,0,983644,739499,0
513,35,24,thursday,8/18/22,963878,184225,705780,200857,290241,1335704,3593085,108.454,233.562,42.252,71.19,63.312,4.02,2.51,2.07,6.78,1.6,0,0,0,0,0,1020742,760390,0
514,34,23,friday,8/19/22,956043,180269,700480,202617,291919,1329113,3544199,107.741,232.506,41.525,70.83,63.092,3.99,2.49,2.04,6.77,1.65,0,0,0,0,0,1074367,830076,0
515,34,23,saturday,8/20/22,963949,180277,704980,198256,285327,1318095,3554208,107.031,231.451,40.81,70.47,62.872,4.26,2.48,2.11,6.75,1.56,0,0,0,0,0,1107992,870345,0
516,33,22,sunday,8/21/22,818895,180221,706580,202659,283288,1328085,3537987,106.323,230.386,40.104,70.05,62.652,4.39,2.37,1.82,6.05,1.56,0,0,0,0,0,1028406,770383,0
517,32,22,monday,8/22/22,980985,180320,704480,201190,286458,1329499,3560891,105.593,229.321,39.393,69.63,62.401,4.01,2.37,1.58,6.01,1.19,0,0,0,0,0,1085859,833982,0
518,32,24,tuesday,8/23/22,980652,178436,706080,198603,290051,1326959,3535119,104.89,228.357,38.679,69.27,62.15,4.4,2.37,1.56,6.63,1.15,0,0,0,0,0,1145404,908464,0
519,31,22,wednesday,8/24/22,981060,179576,704880,202992,285120,1335869,3509058,104.167,227.419,37.956,68.85,61.899,4,2.31,1.54,5.75,1.13,0,0,0,0,0,1298903,1019486,0
520,30,21,thursday,8/25/22,980965,179497,672380,190468,291708,1348065,3458930,103.446,226.473,37.301,68.43,61.647,3.98,2.23,1.6,5.77,1.31,0,0,0,0,0,1408915,1150566,0
521,31,20,friday,8/26/22,980856,179590,563280,200990,301536,1344319,3481820,102.729,225.518,36.733,68.01,61.365,4.02,2.13,1.61,5.75,0.83,0,0,0,0,0,1411068,1174158,0
522,32,21,saturday,8/27/22,951060,181084,481280,198143,288670,1340839,3423026,102.089,224.553,36.316,67.59,61.082,4.47,2.04,1.89,5.78,0.86,0,0,0,0,0,1357572,1138475,0
523,33,22,sunday,8/28/22,922815,182121,503080,192317,275152,1345869,3480519,101.427,223.588,35.836,67.17,60.8,3.92,2.02,1.77,5.8,0.92,0,0,0,0,0,1271759,1024951,0
524,32,21,monday,8/29/22,918051,181758,506880,194653,301401,1336803,3445820,100.768,222.533,35.363,66.69,60.517,3.77,1.96,1.96,5.06,1.08,0,0,0,0,0,1196294,971438,0
525,33,21,tuesday,8/30/22,918396,181565,541180,198977,293117,1341895,3481692,100.086,221.477,34.83,66.15,60.234,3.47,1.95,1.6,4.37,1.06,0,0,0,0,0,1140752,918087,0
526,33,22,wednesday,8/31/22,919668,181907,545280,198100,303263,1342070,3505626,99.384,220.375,34.294,65.61,59.951,3.47,1.93,1.54,4.11,1.12,0,0,0,0,0,1108514,881977,0
527,34,22,thursday,9/1/22,917812,180835,542480,197674,292319,1341006,3489582,98.708,219.275,33.765,65.13,59.669,3.4,1.92,1.63,4.81,1.06,0,0,0,0,0,1050148,828392,0
528,36,23,friday,9/2/22,912015,179977,547280,198222,303126,1344799,3456996,98.038,218.165,33.247,64.68,59.387,3.59,1.85,1.74,5.154,1.154,0,0,0,0,0,1025178,822324,0
529,36,23,saturday,9/3/22,915090,179953,549380,167424,293760,1335378,3528525,97.371,217.056,32.735,64.26,59.104,3.86,1.84,1.82,4.89,1.01,0,0,0,0,0,938691,698564,0
530,35,22,sunday,9/4/22,954861,179941,553480,201991,306720,1345157,3508218,96.493,216.006,32.448,63.6,58.821,3.73,1.799,4.48,4.61,1.19,0,0,0,0,0,928447,683872,0
531,34,21,monday,9/5/22,973586,179955,587580,252693,292904,1343743,3490685,95.503,214.977,32.195,62.79,58.539,3.45,1.77,5.38,4.51,1.04,0,0,0,0,0,1046158,763750,0
532,34,23,tuesday,9/6/22,974082,179924,589880,246622,294602,1348038,3492615,94.169,213.947,31.898,61.95,58.256,3.69,1.76,4.97,4.25,1.09,0,0,0,0,0,1098353,842702,0
533,34,22,wednesday,9/7/22,974808,179859,591880,250641,292280,1357139,3518108,92.895,212.918,31.616,61.133,57.974,3.69,1.76,5.07,4.2,1.01,0,0,0,0,0,1160022,911471,0
534,35,23,thursday,9/8/22,975129,179853,592180,251503,288576,1351836,3486039,91.978,211.888,31.337,60.287,57.69,3.03,1.77,5,3.74,1.13,0,0,0,0,0,1231025,1003855,0
535,35,24,friday,9/9/22,975801,179791,592580,247659,289428,1348290,3515991,91.225,210.851,31.046,59.441,57.408,3.3,1.67,4.86,3.82,1,0,0,0,0,0,1317708,1068602,0
536,33,20,saturday,9/10/22,974409,179739,588280,249933,274752,1362066,3489966,90.496,209.814,30.754,58.642,57.157,3.3,1.65,4.93,4.22,1.12,0,0,0,0,0,1398401,1146221,0
537,31,20,sunday,9/11/22,965109,179710,587280,234281,250883,1365821,3483696,89.819,208.785,30.452,57.796,56.937,3.5,1.69,4.76,3.84,1.19,0,0,0,2,0,1421039,1187117,0
538,30,22,monday,9/12/22,885693,179514,590680,199200,254038,1362308,3378036,89.213,207.798,30.166,56.997,56.78,3.66,1.66,4.93,4.42,1.89,0,0,0,0,0,1417438,1227592,0
539,32,22,tuesday,9/13/22,859929,179496,580580,196969,250325,1359252,3411951,88.611,206.805,29.926,56.236,56.623,3.77,1.6,5.35,4.96,1.85,0,0,0,0,0,1401210,1183922,0
540,36,20,wednesday,9/14/22,869022,179471,548180,201130,245091,1359081,3410661,88.035,205.811,29.749,55.501,56.465,3.84,1.61,5.68,5.19,1.85,0,0,0,0,0,1345180,1117884,0
541,34,22,thursday,9/15/22,878622,179425,541880,202095,251873,1356218,3384636,87.439,204.818,29.557,54.766,56.309,3.71,1.59,5.54,5.19,1.956,0,0,0,0,0,1320784,1087196,0
542,33,18,friday,9/16/22,598069,179435,546680,219814,266873,1353748,3254669,86.825,203.824,29.351,54.01,56.121,3.66,1.6,5.39,4.91,1.72,0,0,0,0,0,1221814,978490,0
543,32,21,saturday,9/17/22,875185,179406,549980,197232,259684,1362045,3278911,86.191,202.83,29.146,53.254,55.963,3.27,1.6,5.31,4.89,1.84,0,0,0,0,0,1278698,1066432,0
544,32,21,sunday,9/18/22,876995,179372,547080,194496,258771,1359099,3398906,85.565,201.837,28.943,52.594,55.807,3.36,1.6,5.42,5.68,1.96,0,0,0,0,0,1260255,1028566,0
545,34,22,monday,9/19/22,874854,178969,547180,199344,258749,1352382,3410595,84.941,200.843,28.755,51.931,55.587,3.42,1.59,5.56,5.65,1.36,0,0,0,0,0,1200443,975237,0
546,34,23,tuesday,9/20/22,865101,178704,550980,195458,256546,1343610,3433008,84.408,199.85,28.552,51.268,55.366,3.94,1.58,5.42,5.6,1.22,0,0,0,0,0,1070296,878731,0
547,34,24,wednesday,9/21/22,830190,178704,543430,200653,263711,1346519,3508020,83.772,198.856,28.381,50.566,55.115,3.09,1.58,5.44,5.11,1.23999,0,0,0,0,0,984484,728128,0
548,34,22,thursday,9/22/22,825126,178704,503780,197635,263263,1361761,3468018,83.181,197.862,28.181,49.863,54.834,3.43,1.58,5.38,5.41,0.81,0,0,0,0,0,824696,569004,0
549,34,24,friday,9/23/22,878393,178704,527780,228135,284256,1363531,3458040,82.572,196.977,28.011,49.162,54.551,3.64,1.58,5.48,5.14,0.6,0,0,0,0,0,809928,539942,0
550,35,23,saturday,9/24/22,944308,189973,545880,213072,283139,1366343,3430981,81.92,196.11,27.61,48.71,54.24,4.06,1.58,3.32,5.76,0.639,0,0,0,0,0,926699,608155,0
551,35,23,sunday,9/25/22,957043,199230,561280,188614,285984,1365808,3403070,81.24,195.25,27.082,48.37,53.92,3.73,1.57,1.74,5.74,0.44,0,0,0,0,0,1011517,724640,0
552,31,18,monday,9/26/22,957347,198168,504980,195803,281009,1371300,3323075,80.52,194.39,26.59,48.07,53.61,3.53,1.58,1.58,5.82,0.38,0,0,0,0,0,1154691,867539,0
553,31,21,tuesday,9/27/22,948785,196736,505280,191620,266112,1369486,3360165,79.836,193.514,26.096,47.762,53.326,3.34,1.47,1.51,5.84,0.44,0,0,0,0,0,1221334,941161,0
554,32,21,wednesday,9/28/22,888944,196632,502780,189565,237267,1375998,3324443,79.19,192.64,25.57,47.46,53.08,3.12,1.47,1.33,5.8,0.68,0,0,0,0,0,1201946,965101,0
555,34,21,thursday,9/29/22,889048,196458,485780,192019,235008,1370476,3353888,78.53,191.64,25.05,47.13,52.82,3.51,1.46,1.03,5.51,0.53,0,0,0,0,0,1168795,927418,0
556,33,22,friday,9/30/22,879885,196479,463480,194146,241147,1373627,3454541,77.922,190.598,24.56,46.81,52.573,3.39,1.46,1.01,5.87,0.69,0,0,0,0,0,1001254,782787,0
557,30,19,saturday,10/1/22,863188,195465,461880,188215,241252,1363039,3405388,77.338,189.474,24.085,46.504,52.322,3.36,1.5,1.26,5.79,0.63999,0,0,0,0,0,905991,667060,0
558,26,18,sunday,10/2/22,799485,193953,510380,189293,258362,1372691,3366830,76.735,188.538,23.54,46.198,52.039,3.36,1.49,0.95,5.78,0.45,0,0,0,0,0,850848,583711,0
559,29,19,monday,10/3/22,849784,194202,493180,186020,280104,1369706,3341996,76.178,188.2,23.018,45.892,51.756,3.8,1.41,0.99,5.82,0.65,0,0,0,0,0,858956,572408,0
560,31,20,tuesday,10/4/22,848108,194614,492880,191626,280800,1363073,3301965,75.6,187.87,22.49,45.59,51.47,3.58,1.48,1.32,5.45,0.61,0,0,0,0,0,859936,598778,0
561,32,20,wednesday,10/5/22,859887,194777,485380,187663,279445,1363970,3294568,74.97,187.54,22,45.26,51.18,3.28,1.47,1.35,5.19,0.69,0,0,0,0,0,891193,625523,0
562,30,19,thursday,10/6/22,889734,194729,448980,185047,277367,1368239,3237143,74.34,187.21,21.54,44.97,50.91,3.42,1.46,1.35,5.67,0.68,0,0,0,0,0,980620,705812,0
563,28,19,friday,10/7/22,889445,195820,422880,188510,285202,1368128,3289096,73.697,186.854,21.125,44.65,50.626,3.38,1.47,1.34,5.25,0.71,0,0,0,0,0,982972,721142,0
564,26,17,saturday,10/8/22,889733,196009,408080,188164,280710,1367313,3243838,73.095,186.522,20.725,44.362,50.375,3.57,1.46,1.36,5.61,0.89,0,0,0,0,0,1024043,765700,0
565,26,17,sunday,10/9/22,888047,195566,396144,189234,276480,1367437,3260794,72.438,186.191,20.353,44.106,50.124,3.36,1.46,1.42,5.99,0.91,0,0,0,0,0,1051230,775526,0
566,28,17,monday,10/10/22,887895,194344,392180,192412,271126,1372465,3218949,71.824,185.86,20.147,43.626,49.904,3.56,1.48,3.44,5.51,1.26,0,0,0,0,0,1075514,826854,0
567,29,18,tuesday,10/11/22,867859,194234,347663,216116,271296,1375923,3259867,71.194,185.529,20.126,42.986,49.684,3.39,1.47,4.83,5.29,1.23,0,0,0,0,0,1081169,800039,0
568,27,16,wednesday,10/12/22,859713,197275,309913,246613,270432,1376094,3193410,70.59,185.2,20.139,42.41,49.46,3.33,1.47,4.77,5.28,1.19,0,0,0,0,0,1106432,839967,0
569,27,16,thursday,10/13/22,843095,200301,308176,237822,260063,1384589,3203894,70,184.86,20.17,41.81,49.27,3.35,1.39,4.88,5.26,1.39,0,0,0,0,0,1080495,830777,0
570,28,16,friday,10/14/22,798703,200100,340780,217862,252266,1393975,3233188,69.478,184.535,20.201,41.179,49.087,3.43,1.45,5.28,5.03,1.34,0,0,0,0,0,1000557,773737,0
571,29,19,saturday,10/15/22,765485,200013,360280,223829,241311,1394065,3198148,68.975,184.204,20.18,40.565,48.899,3.44,1.44,5.01,5.02,1.38,0,0,0,0,0,965291,706997,0
572,30,19,sunday,10/16/22,740858,200129,353580,219183,227745,1394073,3187883,68.495,183.873,20.19,39.903,48.711,3.37,1.44,5.42,4.62,1.15,0,0,0,0,0,824581,611935,0
573,30,19,monday,10/17/22,723035,200144,380480,199690,223647,1399269,3233949,68.089,183.542,20.19,39.242,48.522,3.46,1.47,5.46,4.7,1.06,0,0,0,0,0,716468,453021,0
574,28,17,tuesday,10/18/22,753080,200223,484280,204918,222979,1400983,3195893,67.375,183.21,20.115,38.56,48.334,3.01,1.44,5.41,4.53,1.06,0,0,0,0,0,777613,480139,0
575,24,14,wednesday,10/19/22,886758,200136,357880,206061,222393,1400984,3113686,66.7,182.88,20.09,37.9,48.15,3.07,1.44,5.75,4.7,0.98,0,0,0,0,0,877815,598241,0
576,26,15,thursday,10/20/22,879023,200049,356208,200041,224442,1404438,3123103,66.18,182.55,20.15,37.24,47.96,3.28,1.44,5.37,4.69,0.99,0,0,0,0,0,952608,682123,0
577,26,16,friday,10/21/22,731345,200064,361180,196329,224690,1409620,3167658,65.766,182.217,20.115,36.58,47.774,3.36,1.45,5.44,4.81,0.97,0,0,0,0,0,850633,620309,0
578,26,17,saturday,10/22/22,713848,199987,356038,198740,224497,1417443,3076034,65.301,181.886,20.137,35.938,47.59,3.46,1.44,5.52,4.76,1.07,0,0,0,0,0,845408,607739,0
579,24,16,sunday,10/23/22,713345,201926,357480,203059,220557,1395798,3090838,64.876,181.598,20.158,35.274,47.433,3.73,1.94,5.41,4.62,1.28,2.8,0,0.7,1.7,1,827281,568296,0
580,27,16,monday,10/24/22,723417,203131,359680,201461,209639,1407888,3082487,64.417,181.317,20.223,34.625,47.276,3.7,2.01,6.01,4.49,1.3,0,1.2,0,0.5,0.5,808193,558653,0
581,25,16,tuesday,10/25/22,737848,195370,375280,200082,210604,1409618,3084583,63.996,181.173,20.255,33.961,47.119,3.92,3.56,5.83,4.36,1.21,0,0,0,0.5,0,812616,563099,0
582,22,13,wednesday,10/26/22,790343,203227,373380,200820,209703,1415665,3065188,63.47,180.96,20.28,33.31,46.95998,3.64,2.74,5.59,4.41,1.29,0,0,0,0,0,950304,638845,0
583,24,14,thursday,10/27/22,801368,203334,370080,199277,208800,1422588,3029588,62.97,180.69,20.29,32.67,46.8,3.66,2.16,5.47,4.52,1.42,0,0,0,0,0,1052079,755404,0
584,25,16,friday,10/28/22,808958,203048,376280,200161,207725,1410625,3083744,62.447,180.424,20.309,32.019,46.673,3.53,2.16,8.9,4.36,1.64,0,0,0,0,0,1125597,832504,0
585,23,16,saturday,10/29/22,784185,202951,375900,205316,190080,1510713,3076723,61.959,180.136,20.331,31.352,46.569,3.48,1.88,5.66,4.18,1.67,0,0,0,0.5,0,1290387,1010881,0
586,20,12,sunday,10/30/22,726749,202661,307925,199263,129600,1525563,3009318,61.432,179.87,20.408,30.7,46.516,3.53,2.15,5.47,4.31,1.62,0,0,0,0,0,1330683,1080544,0
587,24,13,monday,10/31/22,723885,202866,236630,197268,119122,1532206,3013970,61.021,179.682,20.342,30.279,46.464,3.65,3.09,3.35,4.72,2,0,1.2,0,0.5,0,1307562,1046392,0
588,23,16,tuesday,11/1/22,768681,203201,211463,181161,116046,1533759,2996698,60.544,179.538,20.223,29.97,46.46399,3.84,3.56,2.05,4.66,1.94,1.5,0,1.7,10.6,0,1269651,1033295,0
589,20,13,wednesday,11/2/22,771948,203669,200253,181038,114116,1525113,3003675,60.09,179.33,20.12,29.69,46.46399,3.8,2.81,2.06,4.73,1.89,0,0,0,0,0,1200448,976217,0
590,20,12,thursday,11/3/22,776534,196306,203038,181541,113880,1510837,2958238,59.6,179.06,19.99,29.47,46.46399,3.46,2.13,2.1,5.36,2.02,1.8,0,2,1.6,2,1206377,950936,0
591,20,10,friday,11/4/22,685843,203231,296971,173907,112686,1484191,3001345,59.192,178.61,19.761,29.242,46.46399,3.47,1.95,1.73,5.36,1.88,0,0,0,0,0,1121080,882959,0
592,20,10,saturday,11/5/22,700844,205889,254100,178605,129600,1492657,2948765,58.79,178.192,19.56,29.018,46.49,3.49,2.36,1.18,5.35,2.22,0,0,0,0,0,1094566,854445,0
