Id,MaxT,MinT,Dayname,Day,Distric1_Get,Distric2_Get,Distric3_Get,Distric4_Get,Distric5_Get,Total_Well,Daily_use,TotalMass_Distric1,TotalMass_Distric2,TotalMass_Distric3,TotalMass_Distric4,TotalMass_Distric5,Entrance_Distric1,Entrance_Distric2,Entrance_Distric3,Entrance_Distric4,Entrance_Distric5,Rainy_Distric1,Rainy_Distric2,Rainy_Distric3,Rainy_Distric4,Rainy_Distric5,save_tank_6AM,save_tank_24,Pecks
324,15,4,wednesday,2/9/22,778905,244554,259280,181439,342681,1296993,3036120,37.318,177.58,17.223,12.175,69.713,5.14,3.62,3.82,4.73,3.21,0,0,0,0,0,1159844,915666,0
325,16,4,thursday,2/10/22,768069,244824,255980,182597,340386,1311405,3035526,37.079,177.508,17.213,12.066,69.57,5.42,3.87,3.75,4.91,2.67,0,0,0,0,0,1185485,945614,0
326,12,8,friday,2/11/22,773586,244559,255480.2,175872,341280,1296039,3083019,36.827,177.544,17.153,11.966,69.428,5.83,5.12,3.69,5,2.76,1,5.1,0,2,0,1170407,908737,0
327,12,5,saturday,2/12/22,778128,244559,254080,177254,340755,1296384,3001218,36.563,177.515,17.183,11.857,69.287,5.7,4.37,3.73,4.91,2.69,0,0,0,0.5,0,1201219,963556,0
328,14,4,sunday,2/13/22,791010,244670,253980,178766,331776,1265562,3009996,36.276,177.458,17.173,11.749,69.145,5.59,4.04,3.74,4.91,2.56,0,0,0,0,0,1234550,978646,0
329,11,2,monday,2/14/22,786909,244759,254830,186627,342119,1296960,3018210,36.054,177.436,17.233,11.671,69.002,6.53,4.46,3.91,4.96,2.5,0,0,0,0,0,1257474,1032123,0
330,13,5,tuesday,2/15/22,773511,244559,253280,186433,337822,1185829,3009250,35.881,177.472,17.243,11.516,68.825,6.75,5.13,4.05,4.87,2.18,0,0,0,0,0,1212112,962989,0
331,12,6,wednesday,2/16/22,779085,244607,256480,184581,335229,1273471,2982239,35.757,177.486,17.263,11.524,68.648,6.81,4.87,4.14,5.14,2.24,0,0,0,8,0,1215091,992225,0
332,12,7,thursday,2/17/22,780012,244653,256780,180766,341991,1258560,3012195,35.56,177.508,17.283,11.462,68.47,6.36,4.96,4.09,5.14,2.39,0.6,0,0.5,1.5,0,1237432,1005955,0
333,12,5,friday,2/18/22,776298,244742,256380,181011,336960,1275909,3031809,35.315,177.537,17.283,11.387,68.293,5.77,5.04,3.84,4.99,2.31,0,1.4,0,0.3,0,1243865,1011664,0
334,14,5,saturday,2/19/22,782010,244859,259880,184290,341668,1281632,3066225,35.083,177.537,17.283,11.322,68.186,5.93,4.71,3.86,5.1,3.04,0,0.2,0,0,0,1237474,994875,0
335,14,7,sunday,2/20/22,786945,244761,262180,186957,340415,1269618,3015096,34.937,177.659,17.414,11.27,68.222,7.04,6.13,5.34,5.25,4.85,17,6.6,21.7,25.5,17.5,1247658,1032554,0
336,14,6,monday,2/21/22,789036,244502,260980,188734,341371,1280198,3087199,34.888,177.796,17.605,11.205,68.257,8.13,6.3,6.05,5.1,4.86,7,0,17.2,10,4.5,1251822,1001886,0
337,16,6,tuesday,2/22/22,793953,244569,257380,188733,334368,1283937,3041119,34.937,177.868,17.807,11.153,68.186,9.47,5.55,6.2,5.25,3.55,0,0,0,1,0,1255320,1018268,0
338,17,7,wednesday,2/23/22,799805,239541,256480,190733,340775,1282815,3095393,34.961,177.94,17.989,11.101,68.15,9.16,5.51,5.86,5,4.1599,0,0,0,0,0,1260713,1001049,0
339,19,7,thursday,2/24/22,793118,233663,256180,189733,337836,1290186,3083820,34.961,178.048,18.202,11.049,68.078,8.79,5.97,6.28,5,3.48,0,0,0,0,0,1208266,991037,0
340,17,10,friday,2/25/22,791262,233636,256380,190733,336960,1299561,3151325,34.974,178.113,18.438,11.01,68.008,9,5.49,6.68,5.15,3.54,0,0,0,0,0,1181610,918673,0
341,19,11,saturday,2/26/22,799345,234111,255180,197562,330912,1306732,3071585,35.181,178.242,18.777,10.984,67.938,11.15,6.24,7.82,5.3,3.5,1.8,3.6,2.9,5.9,0.3,1187460,937467,0
342,16,7,sunday,2/27/22,798935,233677,257180,195733,337406,1311521,3098368,35.375,178.458,19.15,10.945,67.902,10.81,7.22,8.26,5.15,3.99,0,0,0,3.5,0,1212971,962189,0
343,15,6,monday,2/28/22,800965,233123,256080,193533,336096,1301106,3053768,35.523,178.624,19.497,10.919,67.867,10.29,6.62,7.95,5.3,3.93,0,0,0,0,0,1235286,1008084,0
344,17,8,tuesday,3/1/22,802902,232707,252380,192734,335807,1305215,3153594,35.696,178.804,19.729,10.893,67.831,10.59,6.79,6.63,5.1,3.89,0,0,0,0,0,1217263,957905,0
345,18,9,wednesday,3/2/22,791322,232985,252780,193733,338342,1310968,3079632,35.869,179.128,20.018,10.893,67.796,10.53,8.46,7.28,5.4,3.83,0,0,0,0,0,1242438,990921,0
346,20,10,thursday,3/3/22,790659,232945,254680,193734,336138,1301026,3122569,36.017,179.416,20.287,10.958,67.831,10.27,8.04,7.04,6.16,4.72,0,1.8,0,0,0,1200397,964556,0
347,18,11,friday,3/4/22,791353,231696,259180,196733,337090,1302520,3173383,37.992,180.208,23.151,11.192,67.902,31.65,13.87,37.04,8.11,5.06,10.3,4.2,16.5,59.5,10,1115751,898669,0
348,15,7,saturday,3/5/22,738974,232066,315380,194733,339104,1306370,3194861,38.975,180.712,24.289,11.431,67.938,19.85,10.53,18.34,8.17,4.8,0,0,0,0,0,1001473,761542,0
349,13,8,sunday,3/6/22,730891,232028,381980,202734,382777,1318228,3205109,39.55,181,25.148,11.54,67.973,14.51,8.04,15.8,6.66,5.3,0,0.2,0,0,0,1004219,675213,0
350,10,6,monday,3/7/22,744985,232008,474980,202178,396612,1319393,3109832,39.957,181.36,25.572,11.633,68.044,12.74,8.87,12.13,6.48,5.74,1.2,1,3.7,3.2,7.7,1210016,876098,0
351,15,6,tuesday,3/8/22,753081,232332,478280,212267,393120,1300467,3151052,40.29,181.648,26.069,11.71,68.115,11.86,8.04,12.41,6.16,5.73,7.5,0,1.3,8,13.2,1367728,1097984,0
352,15,6,wednesday,3/9/22,738819,232252,436580,215925,393805,1260650,3159992,40.556,181.9,26.436,11.819,68.293,11.1599,7.629,10.76,6.51,6.98,0,0.4,0,0,0,1512558,1241748,0
353,20,12,thursday,3/10/22,739029,232163,358080,217924,394546,1220832,3170591,41.065,182.224,27.124,12.02,68.47,13.87,8.47,13.4,7.59,7.06,1,0,6.2,31.5,0.5,1463527,1257257,0
354,22,14,friday,3/11/22,739918,231874,325680,218924,395848,1180891,3239151,43.628,184.24,30.151,13.174,68.647,37.9,28.06,39.83,18.61,7.1,5,15.5,2.7,49,0.5,1361417,1127280,0
355,19,11,saturday,3/12/22,723986,231776,324980,216189,395712,1285005,3236212,45.623,186.4,32.007,13.798,68.825,31.4,29.72,26.35,12.48,6.94,0,0,0,0,0,1268972,1061652,0
356,20,10,sunday,3/13/22,722226,232299,325179.6,222925,389706,1302296,3202199,46.69,187.192,33.182,14.278,69.002,20.56,13.9,18.74,10.81,6.9,0,0,0,0,0,1246218,1010119,0
357,21,11,monday,3/14/22,735645,231709,322080,223313,396506,1307544,3180996,47.593,187.84,34.194,14.726,69.251,18.46,12.22,16.76,10.44,7.78,0,0,0,0.2,0,1293780,1034401,0
358,19,6,tuesday,3/15/22,739596,231710,324980,217761,393676,1293938,3250009,48.357,188.524,35.192,15.126,69.499,17.06,12.64,16.52,9.78,7.7,0,0,0,0.6,0,1301443,1006181,0
359,17,10,wednesday,3/16/22,732126,231859,323580,214760,395590,1280262,3105996,49.054,189.064,36.067,15.51,69.748,16.15,10.96,15.14,9.6,7.82,0,0,0,0.6,0,1302430,1086777,0
360,10,0,thursday,3/17/22,739908,232105,325780,220925,393990,1238061,3126009,49.698,189.496,36.879,15.846,69.961,15.1,9.7,14.36,9.04,7.42,0,0,0,0,0,1380700,1132369,0
361,12,3,friday,3/18/22,744956,232214,325280,208926,394660,1210292,3096456,50.256,189.928,37.412,16.118,70.138,14.28,9.71,11.2,8.3,6.87,0,0,0,0,0,1408491,1190843,0
362,14,6,saturday,3/19/22,737848,232169,327980,213924,392445,1092935,3080036,50.679,190.36,37.937,16.37,70.281,12.63,9.71,11.04,8.07,6.45,0,0,0,0,0,1371435,1140660,0
363,17,7,sunday,3/20/22,730896,231968,325180,213924,391650,1250069,3198820,51.03,190.792,38.39,16.71,70.315,12.17,9.72,10.19,9.09,5.31,0,0,0,0,0,1341176,1102051,0
364,21,12,monday,3/21/22,699615,221895,326280,220011,372390,1129698,2780661,51.488,191.296,38.852,17.15,70.315,12.48,10.56,10.37,10.25,4.6,0,0.6,0,0,0,1417469,1328723,0
365,19,14,tuesday,3/22/22,531906,221895,311880,215927,321348,792112,2589090,52.226,192.153,39.433,17.69,70.352,13.99,14.71,11.7,11.4,4.64,4.6,5.6,5.3,12.6,3,1330744,1190734,0
366,17,4,wednesday,3/23/22,495038,221895,327480,220925,333936,998075,2681229,53.018,193.024,40.005,18.308,70.352,14.39,14.7,11.44,12.3,4.12,1.8,0,0,2,0,1324298,1155502,0
367,19,9,thursday,3/24/22,488305,237318,323380,215924,329205,1061043,2625184,53.817,193.816,40.566,18.892,70.387,14.31,13.88,11.36,11.92,4.52,0,0,0,0,0,1350466,1215467,0
368,15,10,friday,3/25/22,489035,237476,326480,210525,337633,977512,2639625,54.544,194.465,41.114,19.433,70.387,13.13,12.21,11.24,11.4,4.24,0,0,0,0,0,1321419,1187535,0
369,14,8,saturday,3/26/22,481986,236976,325880,214925,330423,996861,2618052,55.278,195.112,41.629,19.793,70.422,13.48,12.2,10.78002,9.32,4.58,0,0,0,0,0,1328573,1183369,0
370,16,6,sunday,3/27/22,479894,237111,321080,219924,329315,1038935,2708652,55.941,195.688,42.148,20.152,70.422,12.43,11.37,10.77,9.28,4.13991,0,0,0,0,0,1308883,1129023,0
371,17,5,monday,3/28/22,453921,237165,319680,218934,304992,1151399,2636151,56.559,196.263,42.568,20.607,70.422,11.7,11.37,9.89,10.38,3.84,0,0,0,0,0,1408685,1222497,0
372,18,5,tuesday,3/29/22,405351,236982,319180,220924,235872,1252128,2690205,57.248,196.84,42.992,21.044,70.458,12.2,11.36,9.77,10.18,3.45,0,0,0,0,0,1356588,1229134,0
373,21,8,wednesday,3/30/22,393996,237260,314980,220666,201398,1266900,2708099,58.074,197.632,43.546,21.688,70.458,13.35,13.91,11.29,12.57,2.67,0,0,0,0,0,1358686,1190855,0
374,23,12,thursday,3/31/22,368112,236992,317880,221610,201312,1282308,2739052,59.024,198.712,44.174,22.286,70.458,15.15,17.23,12.1,12.03,2.66,0,1.6,0,0,0,1303061,1135358,0
375,25,12,friday,4/1/22,365136,236837,317680,224614,202159,1290299,2780120,60.069,199.863,44.786,23.263,70.458,15.99,18.08,11.92,16.48,2.72,0,0,0,0,0,1201639,1057405,0
376,26,14,saturday,4/2/22,381933,236962,311380,227610,209660,1315931,2856693,61.278,201.232,45.623,24.533,70.493,17.96,20.62,14.6,19.8,3.34,0,0,0,0,0,1047294,934848,0
377,29,16,sunday,4/3/22,453895,240943,343180.3,231610,233280,1331957,3008981,62.741,202.96,46.589,26.298,70.529,21.13,28.34,16.64,25.55,3.62,0,0,0,0,0,957539,795063,0
378,29,17,monday,4/4/22,468225,243715,393280,233610,269629,1323652,3052206,64.363,204.832,47.638,28.066,70.563,23.48,30.46,18.31,25.68,4.28,0,0,0,0,0,921518,732752,0
379,28,17,tuesday,4/5/22,463098,242406,440680,235610,316708,1328062,3081545,65.909,206.56,48.633,29.83,70.6,22.64,28.78,18.52,25.63,4.82,0,0,0,0,0,922936,720978,0
380,26,16,wednesday,4/6/22,468081,244290,463280,231611,328320,1333581,3056118,67.375,208.072,49.479,31.874,70.638,22.17,28.31,16.57,28.87,4.81,0,0,0,0,0,956332,787554,0
381,26,17,thursday,4/7/22,468906,246356,469480,233610,298080,1325969,3109566,68.827,209.584,50.237,33.622,70.715,22,28.33,15.92,25.45,4.98,0,0,0,0,0,938897,771537,0
382,26,15,friday,4/8/22,468591,246829,476280,228610,296908,1327393,3153909,70.209,210.88,50.814,35.392,70.792,20.85,25.8,14.15,25.7,4.99,0,0,0,0,0,860172,711682,0
383,27,18,saturday,4/9/22,511692,246953,489780,231610,323721,1326810,3115861,71.595,211.96,51.39,37,70.868,22.13,23.31,14.09,23.83,5.26,0,2.6,0,0,0,1006662,758425,0
384,21,12,sunday,4/10/22,626519,247014,517580,232610,344573,1326370,3066965,72.843,213.04,52.025,38.5,70.945,21.54,24.8,14.68,22.58,5.41,0.7,0.6,0,3,0,1213098,994607,0
385,27,11,monday,4/11/22,629056,245259,440180,227610,294623,1336410,3060510,74.165,214.263,52.637,40.517,71.06,22,27.47,14.07,28.76,5.23,0,0,0,0,0,1275391,1114182,0
386,29,16,tuesday,4/12/22,635948,243834,439180,231610,260063,1331827,3151023,75.483,215.344,53.284,42.156,71.137,22.08,25.81,14.21,24.56,4.46,0,0,0,0,0,1325163,1123263,0
387,29,20,wednesday,4/13/22,613095,244232,438080,233609,225762,1337843,3084119,76.895,216.712,54.01,43.818,71.252,23.15,30.65,15.27,24.91,4.5499,0,0,0,0,0,1326477,1145518,0
388,30,19,thursday,4/14/22,593601,242842,440480,235610,207183,1328056,3195181,78.246,218.001,54.643,45.194,71.328,22.01,31.24,14.19,21.61,3.98,0,0,0,0,0,1150494,997504,0
389,25,20,friday,4/15/22,593085,240864,441180,233179,211785,1333515,3131613,79.672,219.275,55.204,46.674,71.328,22.71,31.05,13.22,22.68,3.08,0,0.8,0.6,1,0,1089990,926737,0
390,22,12,saturday,4/16/22,595118,240470,439680,232446,209715,1329981,3078018,80.906,220.731,55.825,48.034,71.405,20.58,34.15,13.76,21.25,3.86,2.5,12,3.1,18.5,3,1090522,914970,0
391,20,9,sunday,4/17/22,590918,240706,440880,230446,209322,1329043,3063126,82.007,220.913,56.239,48.889,71.443,19.13,19.38,11.44,15.39,3.41,0,0,0,2,0,1054789,893534,0
392,21,8,monday,4/18/22,569208,240310,470180,229446,209902,1335623,3126009,82.949,221.004,56.552,49.825,71.443,17.07,18.33,10.78,16.42,3.04,0,0,0,0,0,1031051,866929,0
393,23,11,tuesday,4/19/22,518919,240475,514030,228144,207220,1339995,3110292,84.004,221.186,56.842,50.761,71.443,17.5,19.41,11.1,16.65,3.02,0,0,0,0,0,976893,791564,0
394,30,15,wednesday,4/20/22,515109,240177,532580,231446,208452,1343505,3150191,85.241,221.732,57.185,52.009,71.443,19.27,23.63,11.88,20.23,3.07,0,0,0,0.1,0,891419,706184,0
395,30,20,thursday,4/22/22,520011,240128,558480,233448,208668,1341902,3096012,86.607,222.645,57.581,53.086,71.405,21.12,27.881,12.91,18.24,2.69,0,0,2,1,0,861063,703046,0
396,29,18,friday,4/23/22,515008,240252,606780,232447,208419,1342661,3136296,88.035,223.643,57.93,54.724,71.368,21.91,28.95,12.95,24.81,2.41,0,0,0,1.5,0,875428,698583,0
397,29,17,saturday,4/24/22,515822,240133,613280,240146,205632,1342235,3099510,89.504,224.917,58.279,56.278,71.328,22.18,32.11,13.05,23.79,2.52,0,0,0,0,0,906735,742213,0
398,30,19,sunday,4/25/22,517035,241364,612580.2,238446,212039,1342960,3186849,90.974,226.1,58.657,57.89,71.29,22.52,31.05,13.48,24.45,2.88,0,0,0,0,0,871003,660076,0
399,27,22,monday,4/26/22,539109,242138,684330,232446,257589,1335585,3106590,92.482,227.283,59.034,59.676,71.29,23.09,31.04,14.45,26.54,3.65,0,0,0,0,0,972447,787299,0
400,26,18,tuesday,4/27/22,600093,242359,682480,222446,256515,1326981,3151909,93.728,228.466,59.391,61.556,71.252,23.21,30.67,14.32,27.86,3.13,1.1,0.2,1.5,7.2,0,1127347,942474,0
401,26,18,wednesday,4/28/22,541852,234781,679080,228146,257904,1331777,3195991,94.893,229.74,59.693,63.51,71.175,22.29,30.09,13.39,28.73,2.66,3,0,0.3,4,2.2,1208167,1013623,0
402,27,18,thursday,4/29/22,539109,242734,658080,231841,226368,1333995,3159852,95.997,230.832,60.023,65.61,71.137,21.7,27.5,13.46,30.41,2.75,0,0.2,0.5,3.5,0,1240825,1062176,0
403,25,18,friday,4/30/22,540090,242587,638380,222446,213408,1338006,3159936,97.133,232.015,60.38,67.41,71.098,21.92,28.54,13.27,26.92,2.51,2.5,3.6,0.5,2.5,0.2,1232588,1068063,0
404,26,17,saturday,5/1/22,541959,242572,635780,230447,209410,1342963,3082920,98.182,233.38,60.715,69.81,71.098,24.1,30.66,13.44,34.02,3.12,2.5,3.2,5.2,27,8,1330903,1161478,0
405,26,15,sunday,5/2/22,536010,242342,634780,222146,199762,1348920,3108690,99.263,234.927,61.162,71.85,71.098,23.91,32.78,14.54,30.44,2.86,0,3.4,0.6,3,0,1383448,1209355,0
406,23,15,monday,5/3/22,465996,242253,628680,211451,171072,1348540,3006519,100.475,236.656,61.806,74.4,71.213,24.82,34.86,16.43,36.2,3.8,6.1,0.6,2.5,7,0,1431017,1264311,0
407,23,12,tuesday,5/4/22,359982,242480,588180,218445,170451,1345991,2902182,101.869,238.203,62.289,76.15,71.328,22.83,32.76,14.6,27.02,3.71,0,1,1.9,1,0,1448271,1277628,0
408,28,14,wednesday,5/5/22,348865,242257,576980,217446,171528,1336956,2891669,103.273,239.75,62.829,78.088,71.52,23.02,32.78,14.9,29.22,4.65,1.5,0.6,5.2,7,1.5,1408649,1262266,0
409,28,17,thursday,5/6/22,298191,242342,588680,224146,171966,1334658,2939856,104.765,241.388,63.343,80.025,71.71,23.39,34.87,14.77,29.32,4.79,0.5,0,0.7,5,2.5,1323892,1141359,0
410,30,17,friday,5/7/22,348348,242323,637880,223446,194458,1328010,3083139,106.196,242.48,64.18,82.088,71.75,22.95,28.54,19.16,30.65,3.36,0.5,1.2,2.5,11,3,1179570,994072,0
411,28,20,saturday,5/8/22,451009,242291,634880,227937,214340,1315801,3152526,107.486,243.753,64.786,84.213,71.789,22.54,30.63,16.63,31.41,3.62,0,0.4,7.8,3,0.5,1130806,921481,0
412,26,20,sunday,5/9/22,453909,242255,641980,219897,235748,1334025,3195219,108.966,244.755,65.313,85.838,71.788,21.71,27.48,14.74,25.55,3.5,2.8,0,0,1.1,0,1063271,827219,0
413,24,14,monday,5/10/22,535269,241165,638080,212946,263292,1340380,3151068,110.203,245.483,65.606,87.385,71.75,19.82,24.31,13.83,24.65,3.23,0,0.2,0,0,0,1100520,885330,0
414,25,16,tuesday,5/11/22,501696,240470,635980,218001,262638,1326399,3129915,111.344,246.12,65.782,88.815,71.712,18.88,24.25,13.23,23.27,3.23,0,0,0,0,0,1131442,874449,0
415,27,16,wednesday,5/12/22,531906,240315,639480,214101,259200,1335938,3180015,112.467,246.757,65.84,90.245,71.672,18.97,24.24,12.37,23.71,3.4,0,0,0,0,0,1095767,885383,0
416,26,18,thursday,5/13/22,528969,240152,664780,223446,266760,1325520,3215019,113.519,247.121,65.811,91.675,71.672,18.2,21.08,11.49,23.76,4.21,0,0,0,0,0,1124109,890970,0
417,24,14,friday,5/14/22,531669,240157,716480,224446,278208,1325205,3209112,114.659,247.758,65.782,93.126,71.635,19.17,25.21,11.48,23.86,3.89,0,0,0,0,0,1224493,968998,0
418,25,11,saturday,5/15/22,535928,240203,669180,216140,260928,1338992,3121528,115.7,248.122,65.606,94.35,71.597,18.32,22.07,11.1,21.07,3.83,0,0,0,0.1,0,1301129,1065757,0
419,29,15,sunday,5/16/22,533980,239325,631579.9,222447,265543,1343058,3174118,116.693,248.577,65.577,95.642,71.558,17.52,22.96,10.38,22.18,3.63,0,0,0,0,0,1339588,1083625,0
420,32,20,monday,5/17/22,536109,239436,626930,224450,260049,1343485,3202926,117.94,249.305,65.634,97.002,71.52,16.93,26.32,10.97,22.99,3.669,0,0,0,0,0,1300627,1068961,0
421,30,14,tuesday,5/18/22,536189,240253,625280,235217,261161,1337652,3228252,118.646,250.033,65.752,98.634,71.482,17.57,26.31,11.42,26.74,3.8,0,0,0,0,0,1244038,1030593,0
422,29,19,wednesday,5/19/22,536919,237650,619780,229590,271338,1343052,3250090,119.714,250.67,65.84,100.29,71.443,18.32,26.26,11.16,27.01,3.62,0,0,0,0,0,1212751,976290,0
423,30,17,thursday,5/20/22,569112,224784,616780,227446,301992,1348239,3220206,120.789,251.58,65.899,101.9,71.367,18.66,29.38,10.8,26.53,3.54,0,0,0,0,0,1202025,1000157,0
424,32,19,friday,5/21/22,566292,224784,625080,232446,303265,1345803,3329020,121.789,252.126,65.869,103.51,71.213,18.07,25.18,9.76,26.53,2.58,0,0,0,0,0,1150240,909165,0
425,27,14,sunday,5/22/22,589778,226705,622680,231267,304053,1349966,3253033,123.665,253.491,65.928,106.81,70.715,16.76,26.23,9.78,26.65,1.12,0,0,0,0,0,1171278,925415,0
426,32,17,monday,5/23/22,617343,217302,651280,138446,321082,1354639,3308365,124.511,254.492,65.869,108.61,70.422,17.43,25.97,9.65,27.89,1.06,0,0,0,0,0,1125015,870418,0
427,30,20,tuesday,5/24/22,600575,227007,629280,236446,300672,1353193,3263303,125.391,254.674,65.752,110.338,70.138,16.59,21,8.45,28.14,0.87,0,0,0,0,0,1136020,911751,0
428,29,21,wednesday,5/25/22,577431,227725,634280,235446,300672,1359983,3280237,126.274,255.129,65.635,111.634,69.856,16.81,24.15,8.85,22.98,1.04,0,0,0,0,0,1140504,912794,0
429,29,15,thursday,5/26/22,578085,227113,629880,225446,300672,1352157,3273065,127.135,255.584,65.43,112.714,69.57,16.51,24.14,7.71,20.42,1.11,0,0,0,0,0,1155014,901899,0
430,29,13,friday,5/27/22,560384,227410,638780,232564,300672,1345027,3249895,127.912,255.766,65.226,113.798,69.287,15.59,20.99,7.73,20.21,1.13,0,0,0,0,0,1144760,901004,0
431,29,19,saturday,5/28/22,513083,227629,658180,224730,324207,1356263,3276879,128.635,256.039,64.992,114.982,68.967,15.07,22.04,7.74,22.21,1.28,0,0,0,0,0,1155043,888089,0
432,30,21,sunday,5/29/22,536088,229150,628380,233446,290305,1356910,3213284,129.388,256.039,64.758,115.87,68.719,15.15,19.89,7.44,18.68,1.19,0,0,0,0,0,1110121,897706,0
433,32,20,monday,5/30/22,541701,225996,629679.8,229010,302656,1346793,3323372,130.087,255.948,64.497,116.61,68.434,14.8,18.8,7.15,17.01,1.05,0,0,0,0,0,1004438,803233,0
434,32,20,tuesday,5/31/22,559845,221405,625280,236404,301130,1352841,3348308,130.408,255.675,64.18,117.35,68.15,14.07,16.71,6.54,16.94,1.05,0,0,0,0,0,946217,705402,0
435,33,21,wednesday,6/1/22,653487,221181,671680,233202,299131,1352921,3349775,130.495,255.402,63.833,117.942,67.867,14.06,16.77,6.68,15.3,1.09,0,0,0,0,0,1003458,745865,0
436,35,22,thursday,6/2/22,730488,218788,667480,231446,304185,1358297,3357140,130.495,254.765,63.458,118.534,67.582,13.97,16.58,6.32,15.24,1.3,0,0,0,0,0,1070567,843171,0
437,35,23,friday,6/3/22,718398,218490,672880,235446,295020,1352315,3269987,130.35,254.128,63.085,119.126,67.299,13.13,16.6,6.4,15.28,0.91,0,0,0,0,0,1234797,988814,0
438,35,24,saturday,6/4/22,719805,219386,672080,229011,299557,1344882,3270312,130.35,253.4,62.687,119.718,67.013,13.63,15.57,6.05,15.41,1.13,0,0,0,0,0,1361869,1124918,0
439,36,24,sunday,6/5/22,738845,220281,669079.6,234841,301419,1343633,3365473,130.291,252.763,62.289,120.458,66.731,14.04,16.61,6.08,16.99,1.08,0,0,0,0,0,1394900,1188762,0
440,37,26,monday,6/6/22,731041,216510,668980,233295,299945,1343813,3543084,130.175,252.217,61.891,121.125,66.447,13.34,17.62,6.11,16.13,1.12,0,0,0,0.6,0,1251170,1061877,0
441,36,25,tuesday,6/7/22,731485,205969,669580,231475,296955,1318839,3539053,130.175,252.672,61.498,121.8,66.162,14.31,14.94,6.16,16.34,1.27,0,0,0,0.4,0,1090802,896547,0
442,36,26,wednesday,6/8/22,701885,206136,677580,231610,306932,1334961,3589081,130.583,253.764,61.33,122.175,65.843,14.56,17.59,8.78,15.81,0.92,0,0,0,1,0,901591,701592,0
443,36,26,thursday,6/9/22,670895,199250,721180,335610,338871,1343731,3617781,131.2,254.765,61.079,122.325,65.523,14.74,16.53,8.2,14.72,1.18,0,0,0,0,0,892972,612640,0
444,35,26,friday,6/10/22,830010,195505,729680,446413,339937,1346653,3651273,131.611,255.766,60.771,122.55,65.204,14.43,16.54,7.51,15.39,1.13,0,0,0,0,0,1075929,785796,0
445,33,20,saturday,6/11/22,818987,196741,703180,379619,342283,1344659,3570136,131.964,256.676,60.491,122.7,64.885,13.83,15.48,7.6,14.4,1.23,0,0,0,0,0,1179995,947288,0
446,33,23,sunday,6/12/22,756095,196717,669380,306610,340173,1344470,3510944,132.348,257.495,60.27,122.7,64.566,13.87,14.42,7.99,13.03,1.15,0,0,0,0,0,1234426,985121,0
447,36,25,monday,6/13/22,758388,198025,677380,275781,341496,1344371,3534256,132.794,258.314,60.105,122.7,64.246,14.25,14.45,8.67,13.13,1.09,0,0,0,0,0,1195931,982554,0
448,37,29,tuesday,6/14/22,757868,198031,677780,280814,338463,1342887,3621074,133.15,259.133,59.968,122.775,63.926,13.31,15.4,8.97,14.03,1.32,0,0,0,0,0,1101213,884842,0
449,36,25,wednesday,6/15/22,756383,195159,673930,294562,338661,1356045,3605447,133.506,259.861,59.803,122.7,63.606,13.15,13.43,8.69,12.89,1.2,0,0,0,0,0,1040537,823169,0
450,35,23,thursday,6/16/22,756080,193813,674280,266419,336591,1346830,3551118,133.894,260.317,59.638,122.56,63.312,13.59,11.33,8.64,12.12,1.54,0,0,0,0,0,1033918,781089,0
451,35,22,friday,6/17/22,749808,193855,661080,276419,334413,1360720,3511156,134.222,260.862,59.666,122.4,63.029,12.95,11.33,10.85,13.95,1.6,0,0,0,0,0,989367,773853,0
452,36,25,saturday,6/18/22,775435,194963,657280,296419,340415,1362480,3620807,134.521,261.499,59.693,122.1,62.746,12.48,12.43,10.8,12.15,1.44,0,0,0,0,0,995150,712707,0
453,38,24,sunday,6/19/22,830053,195049,663080,369419,338110,1362361,3633932,134.581,261.863,59.638,121.65,62.463,12.56,9.26,9.91,11.09,1.54,0,0,0,0,0,1045329,773025,0
454,35,26,monday,6/20/22,843738,195141,661380,370820,340468,1361803,3618780,134.671,262.227,59.528,121.275,62.181,12.159,9.26,9.26,11.79,1.56,0,0,0,0,0,1118554,860416,0
455,34,24,tuesday,6/21/22,834193,195033,668280,370009,333270,1352395,3599139,134.88,262.773,59.363,120.828,61.899,12.39,11.36,8.62,10.52,1.61,0,0,0,0,0,1200573,948059,0
456,37,25,wednesday,6/22/22,707008,194888,664780,371735,337206,1356082,3639346,134.999,263.228,59.226,120.606,61.615,11.48,10.28,8.95,13.1,1.58,0,0,0,0,0,1161762,894651,0
457,36,26,thursday,6/23/22,813973,194963,671480,375551,337824,1360829,3622910,135.179,263.683,59.116,119.866,61.333,11.8,10.27,9.26,10.36,1.59,0,0,0,0,0,1231581,961064,0
458,36,26,friday,6/24/22,825805,194939,670780,370913,312768,1361154,3535834,135.239,264.229,59.007,119.311,61.082,10.61,11.34,9.28,9.99,1.53,0,0,0,0,0,1345452,1096977,0
459,37,26,saturday,6/25/22,817931,194978,674880,340765,250141,1335100,3568694,135.33,264.775,58.872,118.719,60.831,10.88,11.37,8.96,9.56,1.01,0,0,0,0,0,1280488,1072233,0
460,39,26,sunday,6/26/22,817038,192251,670780,371513,252246,1354931,3672567,135.39,265.139,58.711,118.09,60.58,10.5,9.26,8.89,8.88,0.98,0,0,0,0,0,1204263,986125,0
